LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI7404|CLI7404_0000001	long-chain acyl-CoA synthetase	19	1863	00	19	-1	contig.1	cds	-	0.0	K01897	566.3	-	0.0	-	0.0	-	0.0	AMP-binding	317.0	AMP-binding	323.9	actNOG.ENOG41014RE.meta_raw	870.3
CLI7404|CLI7404_0000002	hypothetical protein	2098	2487	00	2098	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100N61.meta_raw	163.0
CLI7404|CLI7404_0000003	K07095 family protein	2489	3283	00	2489	1	contig.1	cds	-	0.0	K07095	20.1	-	0.0	-	0.0	-	0.0	-	0.0	Metallophos	30.9	actNOG.ENOG4100EI8.meta_raw	295.6
CLI7404|CLI7404_0000004	hypothetical protein	3305	3742	00	3305	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Polyketide_cyc2	71.5	actNOG.ENOG4100M1G.meta_raw	214.7
CLI7404|CLI7404_0000005	transport-energizing ATPase, TRC40/GET3/ArsA family	3757	5049	00	3757	1	contig.1	cds	TIGR00345	215.4	K01551	327.5	-	0.0	-	0.0	-	0.0	-	0.0	ArsA_ATPase	238.8	actNOG.ENOG4100FGJ.meta_raw	446.2
CLI7404|CLI7404_0000006	hypothetical protein	5046	5405	00	5046	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100QJ6.meta_raw	71.2
CLI7404|CLI7404_0000007	putative ROK family protein (putative glucokinase)	5402	6361	00	5402	1	contig.1	cds	TIGR00744	257.1	K00845	218.8	-	0.0	-	0.0	-	0.0	-	0.0	ROK	245.5	actNOG.ENOG4100BQ4.meta_raw	409.7
CLI7404|CLI7404_0000008	hypothetical protein	6358	6813	00	6358	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100QY2.meta_raw	73.2
CLI7404|CLI7404_0000009	putative 1-acyl-sn-glycerol-3-phosphate acyltransferases	6978	7733	00	6978	1	contig.1	cds	TIGR00530	82.8	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Acyltransferase	95.2	actNOG.ENOG4100CMK.meta_raw	400.6
CLI7404|CLI7404_0000010	hypothetical protein	7758	8276	00	7758	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF5051	70.6	actNOG.ENOG4100IR5.meta_raw	276.4
