LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4821|CLI4821_0000001	UDP-glucose 4-epimerase	28	939	00	28	1	contig.1	cds	-	0.0	K01784	88.5	-	0.0	-	0.0	-	0.0	-	0.0	Epimerase	54.6	actNOG.ENOG4100DN6.meta_raw	385.9
CLI4821|CLI4821_0000002	hypothetical protein	1012	1410	00	1012	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Cyt_c_ox_IV	174.5	actNOG.ENOG4100P0V.meta_raw	166.4
CLI4821|CLI4821_0000003	cytochrome c oxidase subunit II	1425	2423	00	1425	-1	contig.1	cds	-	0.0	K02275	264.7	-	0.0	-	0.0	-	0.0	-	0.0	COX2	54.0	actNOG.ENOG4100D8A.meta_raw	365.5
CLI4821|CLI4821_0000004	asparagine synthase (glutamine-hydrolyzing)	2679	4625	00	2679	1	contig.1	cds	TIGR01536	464.8	K01953	513.3	-	0.0	-	0.0	-	0.0	-	0.0	GATase_7,Asn_synthase	134.2,348.0	actNOG.ENOG4100BVT.meta_raw	781.8
CLI4821|CLI4821_0000005	ribokinase	4698	5633	00	4698	-1	contig.1	cds	-	0.0	K00852	112.2	-	0.0	-	0.0	-	0.0	-	0.0	PfkB	146.9	actNOG.ENOG4100CZ1.meta_raw	484.2
CLI4821|CLI4821_0000006	Iron-sulfur cluster assembly accessory protein	5771	6127	00	5771	-1	contig.1	cds	TIGR00049	114.2	K13628	113.9	-	0.0	-	0.0	-	0.0	-	0.0	Fe-S_biosyn	58.1	actNOG.ENOG4100JXW.meta_raw	199.8
CLI4821|CLI4821_0000007	hypothetical partial partial partial partial protein	6263	6652	01	6263	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Gly_kinase	86.0	actNOG.ENOG4100CA1.meta_raw	102.5
CLI4821|CLI4821_0000008	hypothetical partial partial partial partial protein	1	483	10	6653	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Succ_DH_flav_C	39.3	actNOG.ENOG4100DQ9.meta_raw	143.0
CLI4821|CLI4821_0000009	2-oxoglutarate ferredoxin oxidoreductase subunit delta	480	833	00	7132	1	contig.2	cds	-	0.0	K00176	32.4	-	0.0	-	0.0	-	0.0	-	0.0	Fer4_10	33.4	actNOG.ENOG4100R9Z.meta_raw	153.9
CLI4821|CLI4821_0000010	hypothetical protein	892	1062	00	7544	-1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100FGN.meta_raw	27.7
CLI4821|CLI4821_0000011	carbonic anhydrase	1820	2338	00	8472	-1	contig.2	cds	-	0.0	K01673	93.8	-	0.0	-	0.0	-	0.0	-	0.0	Pro_CA	56.9	actNOG.ENOG4100HY3.meta_raw	187.1
CLI4821|CLI4821_0000012	hypothetical protein	2710	3039	00	9362	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HTH_20	44.2	actNOG.ENOG4100MYX.meta_raw	170.5
CLI4821|CLI4821_0000013	hypothetical protein	3109	3933	00	9761	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4821|CLI4821_0000014	hypothetical protein	4368	5285	00	11020	-1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	AurF	314.2	actNOG.ENOG4100CWW.meta_raw	415.0
CLI4821|CLI4821_0000015	putative transposase	5947	6390	00	12599	-1	contig.2	cds	-	0.0	K07493	164.8	-	0.0	-	0.0	-	0.0	-	0.0	Transposase_mut	125.3	actNOG.ENOG4100DIN.meta_raw	202.5
CLI4821|CLI4821_0000016	hypothetical partial partial partial partial protein	2	91	10	13661	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4821|CLI4821_0000017	taurine dioxygenase	249	1172	00	13908	-1	contig.3	cds	-	0.0	K03119	355.1	-	0.0	-	0.0	-	0.0	-	0.0	TauD	192.6	actNOG.ENOG4100FFA.meta_raw	396.8
CLI4821|CLI4821_0000018	hypothetical protein	1242	1883	00	14901	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4821|CLI4821_0000019	hypothetical protein	1947	3539	00	15606	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Peptidase_M13_N,Peptidase_M13	330.7,81.4	actNOG.ENOG4100BP5.meta_raw	746.2
CLI4821|CLI4821_0000020	hypothetical protein	3533	3922	00	17192	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Peptidase_M13	109.9	actNOG.ENOG4100BP5.meta_raw	185.9
CLI4821|CLI4821_0000021	hypothetical protein	4013	4231	00	17672	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
