LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4832|CLI4832_0000001	hypothetical partial partial partial partial protein	2	205	10	2	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4832|CLI4832_0000002	mycofactocin system transcriptional regulator	302	940	00	302	-1	contig.1	cds	TIGR03968	279.9	K03577	33.2	-	0.0	-	0.0	-	0.0	-	0.0	TetR_N	45.0	actNOG.ENOG4100KHQ.meta_raw	278.0
CLI4832|CLI4832_0000003	RNA polymerase sigma-70 factor, TIGR02960 family	1183	2229	00	1183	1	contig.1	cds	TIGR02960	408.4	K03088	151.2	-	0.0	-	0.0	-	0.0	-	0.0	Sigma70_r2,Sigma70_r4_2,SnoaL_2	78.5,55.0,39.8	actNOG.ENOG4100EGG.meta_raw	479.3
CLI4832|CLI4832_0000004	putative ATP-dependent Clp endopeptidase, proteolytic subunit ClpP	2342	2899	00	2342	1	contig.1	cds	TIGR00493	92.8	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	CLP_protease	105.4	actNOG.ENOG4100FAR.meta_raw	137.4
CLI4832|CLI4832_0000005	MerR family transcriptional regulator, mercuric resistance operon	2909	3544	00	2909	1	contig.1	cds	-	0.0	K08365	37.5	-	0.0	-	0.0	-	0.0	-	0.0	MerR_1	60.4	actNOG.ENOG4100P8S.meta_raw	232.3
CLI4832|CLI4832_0000006	K06896 family partial partial partial partial protein	3523	4239	01	3523	-1	contig.1	cds	-	0.0	K06896	46.0	-	0.0	-	0.0	-	0.0	-	0.0	Exo_endo_phos	57.5	actNOG.ENOG4100I8I.meta_raw	166.3
CLI4832|CLI4832_0000007	acetoacetyl-CoA reductase partial partial partial partial protein	113	1021	01	4353	-1	contig.2	cds	-	0.0	K00023	121.2	-	0.0	-	0.0	-	0.0	-	0.0	adh_short_C2	137.1	actNOG.ENOG4100FX3.meta_raw	362.2
CLI4832|CLI4832_0000008	hypothetical partial partial partial partial protein	1	84	10	5262	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4832|CLI4832_0000009	hypothetical protein	81	1274	00	5342	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	PhyH	115.9	actNOG.ENOG4100DWH.meta_raw	614.6
CLI4832|CLI4832_0000010	hypothetical protein	1390	2421	00	6651	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	LacI,Peripla_BP_3	42.7,119.6	actNOG.ENOG4100DWK.meta_raw	433.8
CLI4832|CLI4832_0000011	choline-phosphate cytidylyltransferase	2444	3454	00	7705	-1	contig.3	cds	-	0.0	K00968	49.1	-	0.0	-	0.0	-	0.0	-	0.0	GFO_IDH_MocA	65.3	actNOG.ENOG4100GUT.meta_raw	453.0
CLI4832|CLI4832_0000012	branched-chain amino acid transport system ATP-binding protein	3484	4299	00	8745	-1	contig.3	cds	-	0.0	K01996	147.8	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran	96.5	actNOG.ENOG4100CTU.meta_raw	474.4
CLI4832|CLI4832_0000013	simple sugar transport system permease protein	4305	5375	00	9566	-1	contig.3	cds	-	0.0	K02057	183.4	-	0.0	-	0.0	-	0.0	-	0.0	BPD_transp_2	165.1	actNOG.ENOG4100CEJ.meta_raw	507.3
CLI4832|CLI4832_0000014	simple sugar transport system substrate-binding protein	5444	6415	00	10705	-1	contig.3	cds	-	0.0	K02058	201.3	-	0.0	-	0.0	-	0.0	-	0.0	Peripla_BP_4	135.5	actNOG.ENOG4100BI5.meta_raw	425.9
CLI4832|CLI4832_0000015	GntR family transcriptional regulator	6603	7331	00	11864	1	contig.3	cds	-	0.0	K03710	199.5	-	0.0	-	0.0	-	0.0	-	0.0	GntR,UTRA	58.3,118.2	actNOG.ENOG4100DD6.meta_raw	293.4
CLI4832|CLI4832_0000016	hypothetical protein	7461	7868	00	12722	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	AbiEi_4	28.7	actNOG.ENOG4100NAT.meta_raw	118.9
CLI4832|CLI4832_0000017	hypothetical protein	8489	9892	00	13750	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Peptidase_S10	41.1	actNOG.ENOG4100EIH.meta_raw	373.0
CLI4832|CLI4832_0000018	ribokinase	9961	10953	00	15222	-1	contig.3	cds	-	0.0	K00852	24.6	-	0.0	-	0.0	-	0.0	-	0.0	LacI,Peripla_BP_3	48.1,123.7	actNOG.ENOG4100DWK.meta_raw	422.0
CLI4832|CLI4832_0000019	hypothetical protein	11089	12012	00	16350	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	AP_endonuc_2	93.5	actNOG.ENOG4100BFD.meta_raw	492.9
CLI4832|CLI4832_0000020	choline-phosphate cytidylyltransferase	12009	13007	00	17270	1	contig.3	cds	-	0.0	K00968	25.6	-	0.0	GH109	33.5	-	0.0	-	0.0	GFO_IDH_MocA	74.3	actNOG.ENOG4100EU6.meta_raw	478.5
CLI4832|CLI4832_0000021	hydroxypyruvate isomerase	13004	13996	00	18265	1	contig.3	cds	-	0.0	K01816	24.5	-	0.0	-	0.0	-	0.0	-	0.0	AP_endonuc_2,AP_endonuc_2_N	103.7,27.1	actNOG.ENOG4100F1I.meta_raw	566.5
CLI4832|CLI4832_0000022	hexulose-6-phosphate isomerase	14009	14899	00	19270	1	contig.3	cds	-	0.0	K03082	54.0	-	0.0	-	0.0	-	0.0	-	0.0	AP_endonuc_2	119.7	actNOG.ENOG4100BJU.meta_raw	469.5
CLI4832|CLI4832_0000023	hypothetical protein	15056	15787	00	20317	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4832|CLI4832_0000024	hypothetical protein	15788	16543	00	21049	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100QKE.meta_raw	178.0
CLI4832|CLI4832_0000025	hypothetical protein	16605	17585	00	21866	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF3445	112.1	actNOG.ENOG4100U3T.meta_raw	333.6
CLI4832|CLI4832_0000026	vanillate monooxygenase	17582	18508	00	22843	-1	contig.3	cds	-	0.0	K03863	252.2	-	0.0	-	0.0	-	0.0	-	0.0	Fer2	42.2	actNOG.ENOG4100U2Y.meta_raw	356.0
CLI4832|CLI4832_0000027	hypothetical protein	18505	19071	00	23766	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100YUD.meta_raw	89.3
CLI4832|CLI4832_0000028	hypothetical partial partial partial partial protein	19118	19651	01	24379	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100CQZ.meta_raw	249.4
CLI4832|CLI4832_0000029	hypothetical partial partial partial partial protein	1	84	10	24915	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4832|CLI4832_0000030	hypothetical protein	630	1514	00	25544	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	YdjC	158.0	actNOG.ENOG4100SEY.meta_raw	238.7
