LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4804|CLI4804_0000001	hypothetical protein	351	728	00	351	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100NFP.meta_raw	164.7
CLI4804|CLI4804_0000002	hypothetical protein	745	1443	00	745	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF3159	225.3	actNOG.ENOG4100HP5.meta_raw	291.8
CLI4804|CLI4804_0000003	hypothetical protein	1454	2113	00	1454	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	TrkA_N,TrkA_C	84.9,46.8	actNOG.ENOG4100C4S.meta_raw	348.2
CLI4804|CLI4804_0000004	inhibitor of cysteine peptidase	2113	2775	00	2113	-1	contig.1	cds	-	0.0	K06988	25.5	-	0.0	-	0.0	-	0.0	-	0.0	TrkA_N,TrkA_C	86.5,31.9	actNOG.ENOG4100EG1.meta_raw	335.8
CLI4804|CLI4804_0000005	basic amino acid/polyamine antiporter, APA family	2925	5000	00	2925	1	contig.1	cds	-	0.0	K03294	54.2	-	0.0	-	0.0	-	0.0	-	0.0	AA_permease_2	95.9	actNOG.ENOG4100CF4.meta_raw	1058.3
CLI4804|CLI4804_0000006	K00599 family protein	4997	6211	00	4997	1	contig.1	cds	-	0.0	K00599	153.8	-	0.0	-	0.0	-	0.0	-	0.0	TRAM,tRNA_U5-meth_tr	25.8,35.8	actNOG.ENOG4100CHJ.meta_raw	499.5
CLI4804|CLI4804_0000007	K07095 family protein	6208	6909	00	6208	1	contig.1	cds	-	0.0	K07095	31.8	-	0.0	-	0.0	-	0.0	-	0.0	Metallophos	57.8	actNOG.ENOG4100GMK.meta_raw	172.0
CLI4804|CLI4804_0000008	response regulator NasT	7332	7964	00	7332	1	contig.1	cds	-	0.0	K07183	201.5	-	0.0	-	0.0	-	0.0	-	0.0	Response_reg,ANTAR	100.2,74.4	actNOG.ENOG4100E3U.meta_raw	325.6
CLI4804|CLI4804_0000009	branched-chain amino acid transport system substrate-binding protein	8320	9645	00	8320	1	contig.1	cds	-	0.0	K01999	119.8	-	0.0	-	0.0	-	0.0	-	0.0	Peripla_BP_6	99.8	actNOG.ENOG4100DZF.meta_raw	542.7
CLI4804|CLI4804_0000010	hypothetical partial partial partial partial protein	2	238	10	9694	-1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	MDMPI_N	37.1	actNOG.ENOG4100KVW.meta_raw	87.1
CLI4804|CLI4804_0000011	proline iminopeptidase partial partial partial partial protein	387	1817	01	10079	-1	contig.2	cds	-	0.0	K01259	57.9	-	0.0	-	0.0	-	0.0	-	0.0	Abhydrolase_1	145.6	actNOG.ENOG4100DRU.meta_raw	577.6
CLI4804|CLI4804_0000012	hypothetical partial partial partial partial protein	3	251	10	11514	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4804|CLI4804_0000013	hypothetical protein	258	1730	00	11769	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100CV6.meta_raw	711.0
CLI4804|CLI4804_0000014	hypothetical protein	1816	3039	00	13327	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100IR2.meta_raw	177.7
CLI4804|CLI4804_0000015	type IV secretion system protein VirB4	3036	4523	00	14547	1	contig.3	cds	-	0.0	K03199	41.1	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100BES.meta_raw	659.7
CLI4804|CLI4804_0000016	hypothetical protein	4520	5104	00	16031	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG41011H8.meta_raw	226.6
CLI4804|CLI4804_0000017	type IV secretion system protein VirD4	5101	6888	00	16612	1	contig.3	cds	-	0.0	K03205	197.1	-	0.0	-	0.0	-	0.0	-	0.0	TraG-D_C	92.5	actNOG.ENOG4100BI2.meta_raw	652.1
CLI4804|CLI4804_0000018	single-strand DNA-binding protein	6978	7421	00	18489	1	contig.3	cds	-	0.0	K03111	54.4	-	0.0	-	0.0	-	0.0	-	0.0	SSB	42.6	actNOG.ENOG4100PFN.meta_raw	236.3
CLI4804|CLI4804_0000019	hypothetical protein	7441	8013	00	18952	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100IBG.meta_raw	285.5
CLI4804|CLI4804_0000020	hypothetical protein	8010	8258	00	19521	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
