LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4829|CLI4829_0000001	hypothetical partial partial partial partial protein	1	66	10	1	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4829|CLI4829_0000002	hypothetical protein	757	1050	00	757	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100G28.meta_raw	55.5
CLI4829|CLI4829_0000003	hypothetical protein	1224	2153	00	1224	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	CSD,CSD,CSD,CSD	76.5,63.7,72.9,54.3	actNOG.ENOG4100CVQ.meta_raw	522.5
CLI4829|CLI4829_0000004	O-6-methylguanine DNA methyltransferase	2434	2964	00	2434	-1	contig.1	cds	TIGR00589	77.7	K07443	31.3	-	0.0	-	0.0	-	0.0	-	0.0	DNA_binding_1	78.1	actNOG.ENOG4100N36.meta_raw	159.8
CLI4829|CLI4829_0000005	putative DNA alkylation damage repair protein AlkB	3093	3821	00	3093	-1	contig.1	cds	TIGR00568	85.2	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	2OG-FeII_Oxy_2	145.0	actNOG.ENOG4100HBK.meta_raw	317.8
CLI4829|CLI4829_0000006	hypothetical protein	3970	4305	00	3970	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100NPN.meta_raw	148.9
CLI4829|CLI4829_0000007	O-6-methylguanine DNA methyltransferase partial partial partial partial protein	4378	4905	01	4378	-1	contig.1	cds	TIGR00589	88.8	K07443	73.8	-	0.0	-	0.0	-	0.0	-	0.0	DNA_binding_1,Ada_Zn_binding	96.4,39.4	actNOG.ENOG41013IY.meta_raw	210.4
CLI4829|CLI4829_0000008	hypothetical partial partial partial partial protein	1	162	10	4907	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4829|CLI4829_0000009	putative N-acetylmuramic acid 6-phosphate etherase	159	1121	00	5065	1	contig.2	cds	TIGR00274	300.8	K00820	47.4	-	0.0	-	0.0	-	0.0	-	0.0	SIS	47.4	actNOG.ENOG4100FP5.meta_raw	371.3
CLI4829|CLI4829_0000010	hypothetical protein	1118	2320	00	6024	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	UPF0075	341.9	actNOG.ENOG4100EU2.meta_raw	503.4
CLI4829|CLI4829_0000011	transporter, SSS family	2396	3886	00	7302	1	contig.2	cds	TIGR00813	184.6	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	SSF	106.7	actNOG.ENOG4100DE8.meta_raw	691.9
CLI4829|CLI4829_0000012	cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase	3918	5156	00	8824	1	contig.2	cds	TIGR03447	668.1	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	tRNA-synt_1e	272.1	actNOG.ENOG4100BH5.meta_raw	658.5
CLI4829|CLI4829_0000013	NADPH2:quinone reductase	5200	6165	00	10106	-1	contig.2	cds	-	0.0	K00344	256.4	-	0.0	-	0.0	-	0.0	-	0.0	ADH_zinc_N_2	65.7	actNOG.ENOG4100DZW.meta_raw	331.0
CLI4829|CLI4829_0000014	hypothetical protein	6269	6631	00	11175	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF2237	181.9	actNOG.ENOG4100JMR.meta_raw	193.4
CLI4829|CLI4829_0000015	MFS transporter bicyclomycin/chloramphenicol	6648	7784	00	11554	-1	contig.2	cds	-	0.0	K07552	110.9	-	0.0	-	0.0	-	0.0	-	0.0	MFS_1	94.9	actNOG.ENOG4100K61.meta_raw	478.4
CLI4829|CLI4829_0000016	hypothetical protein	7828	8718	00	12734	-1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	PAC2	168.6	actNOG.ENOG4100C91.meta_raw	424.6
CLI4829|CLI4829_0000017	5-methyltetrahydrofolate--homocysteine methyltransferase	8818	12513	00	13724	1	contig.2	cds	TIGR02082	1539.1	K00548	1636.8	-	0.0	-	0.0	-	0.0	-	0.0	S-methyl_trans,Pterin_bind,B12-binding_2,B12-binding,Met_synt_B12	266.7,184.7,90.5,64.4,323.7	actNOG.ENOG4100C8T.meta_raw	1442.4
