LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI7430|CLI7430_0000001	actNOG.ENOG4100CRY.meta_raw family partial protein	1	90	10	1	-1	contig.1	cds	-	0.0	-	0.0	actNOG.ENOG4100CRY.meta_raw	45.9	-	0.0	-	0.0	-	0.0	-	0.0	Sod_Fe_N	40.7
CLI7430|CLI7430_0000002	actNOG.ENOG4100PAW.meta_raw family protein	136	576	00	136	-1	contig.1	cds	-	0.0	-	0.0	actNOG.ENOG4100PAW.meta_raw	109.9	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI7430|CLI7430_0000003	spermidine synthase	658	2121	00	658	-1	contig.1	cds	-	0.0	K00797	131.1	actNOG.ENOG4100DT7.meta_raw	551.8	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI7430|CLI7430_0000004	K07119 family protein	2167	3186	00	2167	-1	contig.1	cds	-	0.0	K07119	487.9	actNOG.ENOG4100C50.meta_raw	462.8	-	0.0	-	0.0	-	0.0	-	0.0	ADH_N_2,ADH_zinc_N	117.2,83.7
CLI7430|CLI7430_0000005	K00257 family protein	3369	4529	00	3369	-1	contig.1	cds	-	0.0	K00257	411.9	actNOG.ENOG4100BT0.meta_raw	644.3	-	0.0	-	0.0	-	0.0	-	0.0	Acyl-CoA_dh_N,Acyl-CoA_dh_M,Acyl-CoA_dh_1	117.6,77.9,162.1
CLI7430|CLI7430_0000006	acetyl-CoA carboxylase biotin carboxyl carrier partial protein	4526	5014	01	4526	-1	contig.1	cds	-	0.0	K02160	50.7	actNOG.ENOG410133T.meta_raw	109.8	-	0.0	-	0.0	-	0.0	-	0.0	Biotin_lipoyl	59.5
CLI7430|CLI7430_0000007	antibiotic transport system ATP-binding partial protein	3	2207	10	5019	1	contig.2	cds	-	0.0	K09687	312.1	actNOG.ENOG4100CKN.meta_raw	793.8	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran	94.4
CLI7430|CLI7430_0000008	antibiotic transport system permease protein	2204	3130	00	7220	1	contig.2	cds	-	0.0	K09686	32.1	actNOG.ENOG4100E58.meta_raw	409.5	-	0.0	-	0.0	-	0.0	-	0.0	ABC2_membrane_2	33.4
CLI7430|CLI7430_0000009	acetoin reductases	3171	3938	00	8187	-1	contig.2	cds	TIGR02415	324.6	K03366	373.3	actNOG.ENOG4100FA8.meta_raw	374.1	-	0.0	-	0.0	-	0.0	-	0.0	adh_short_C2	208.1
CLI7430|CLI7430_0000010	actNOG.ENOG41014E3.meta_raw family partial protein	4091	4273	01	9107	-1	contig.2	cds	-	0.0	-	0.0	actNOG.ENOG41014E3.meta_raw	42.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
