LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4800|CLI4800_0000001	hypothetical partial partial partial partial protein	1	180	10	1	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4800|CLI4800_0000002	hypothetical protein	447	674	00	447	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG41010XQ.meta_raw	44.3
CLI4800|CLI4800_0000003	hypothetical protein	29	568	00	760	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4800|CLI4800_0000004	hypothetical protein	565	846	00	1296	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4800|CLI4800_0000005	hypothetical partial partial partial partial protein	3	1046	10	1935	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100FQP.meta_raw	220.2
CLI4800|CLI4800_0000006	hypothetical protein	1193	3409	00	3125	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100FQP.meta_raw	435.5
CLI4800|CLI4800_0000007	protein-L-isoaspartate(D-aspartate) O-methyltransferase	3462	4241	00	5394	1	contig.3	cds	-	0.0	K00573	36.8	-	0.0	-	0.0	-	0.0	-	0.0	Methyltransf_31	61.4	actNOG.ENOG4100DFK.meta_raw	96.9
CLI4800|CLI4800_0000008	hypothetical protein	4247	6196	00	6179	1	contig.3	cds	-	0.0	-	0.0	-	0.0	GT85	294.9	-	0.0	-	0.0	AftA_N,AftA_C	293.3,101.5	actNOG.ENOG4100CXE.meta_raw	438.6
CLI4800|CLI4800_0000009	lactoylglutathione lyase	6177	6575	00	8109	-1	contig.3	cds	-	0.0	K01759	45.4	-	0.0	-	0.0	-	0.0	-	0.0	Glyoxalase	31.9	actNOG.ENOG4100QQT.meta_raw	106.0
CLI4800|CLI4800_0000010	hypothetical protein	6630	8252	00	8562	1	contig.3	cds	-	0.0	-	0.0	-	0.0	GT89	55.3	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100CQ1.meta_raw	43.4
CLI4800|CLI4800_0000011	antiSMASH Glycos_transf_2 domain protein	8259	9119	00	10191	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	GT2	46.2	-	0.0	Glycos_transf_2	63.0	Glycos_transf_2	59.0	actNOG.ENOG4100F0W.meta_raw	361.1
CLI4800|CLI4800_0000012	hypothetical protein	9225	10310	00	11157	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100IIE.meta_raw	153.7
CLI4800|CLI4800_0000013	hypothetical protein	10300	11712	00	12232	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Polysacc_synt	40.5	actNOG.ENOG4100T7H.meta_raw	67.6
CLI4800|CLI4800_0000014	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase	11709	12839	00	13641	-1	contig.3	cds	-	0.0	K07806	292.1	-	0.0	-	0.0	-	0.0	-	0.0	DegT_DnrJ_EryC1	346.0	actNOG.ENOG4100EN1.meta_raw	434.7
CLI4800|CLI4800_0000015	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)	12842	13825	00	14774	-1	contig.3	cds	TIGR03589	490.9	K01784	115.8	-	0.0	-	0.0	-	0.0	-	0.0	Polysacc_synt_2	323.7	actNOG.ENOG4100EJG.meta_raw	461.3
