LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4808|CLI4808_0000001	putative transcriptional regulator	427	759	00	427	-1	contig.1	cds	-	0.0	K07727	36.3	-	0.0	-	0.0	-	0.0	-	0.0	HTH_26	72.8	actNOG.ENOG4100QU9.meta_raw	131.6
CLI4808|CLI4808_0000002	hypothetical partial partial partial partial protein	2	502	10	801	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DDE_Tnp_4	85.1	actNOG.ENOG4100JPG.meta_raw	197.3
CLI4808|CLI4808_0000003	antiSMASH PP-binding domain partial partial partial partial protein	1	732	10	1563	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	PP-binding	36.3	PP-binding	37.5	actNOG.ENOG4100H4H.meta_raw	90.9
CLI4808|CLI4808_0000004	def peptide deformylase	778	1545	00	2340	-1	contig.4	cds	-	0.0	K06889	36.0	-	0.0	-	0.0	-	0.0	-	0.0	Thioesterase	144.4	actNOG.ENOG4100IAM.meta_raw	277.1
CLI4808|CLI4808_0000005	carboxylesterase type B	1874	2569	00	3436	1	contig.4	cds	-	0.0	K03927	31.2	-	0.0	CE10	155.3	-	0.0	-	0.0	Abhydrolase_3	150.5	actNOG.ENOG4100G2E.meta_raw	270.5
CLI4808|CLI4808_0000006	hypothetical protein	2563	2715	00	4125	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100G2E.meta_raw	38.6
CLI4808|CLI4808_0000007	luciferase family oxidoreductase, group 1	2723	3745	00	4285	-1	contig.4	cds	TIGR03558	364.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Bac_luciferase	104.5	actNOG.ENOG4100UBC.meta_raw	395.3
CLI4808|CLI4808_0000008	phosphonate transport system ATP-binding protein	3742	4200	00	5304	-1	contig.4	cds	-	0.0	K02041	95.4	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran,oligo_HPY	48.2,27.0	actNOG.ENOG410150S.meta_raw	219.3
CLI4808|CLI4808_0000009	hypothetical protein	4616	4969	00	6178	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4808|CLI4808_0000010	peptide/nickel transport system permease protein	5343	6224	00	6905	-1	contig.4	cds	-	0.0	K02033	54.5	-	0.0	-	0.0	-	0.0	-	0.0	BPD_transp_1	95.5	actNOG.ENOG4100G3N.meta_raw	330.0
CLI4808|CLI4808_0000011	K07047 family protein	6221	7453	00	7783	-1	contig.4	cds	-	0.0	K07047	49.9	-	0.0	-	0.0	-	0.0	-	0.0	Amidohydro_1	107.0	actNOG.ENOG4100IPB.meta_raw	391.6
CLI4808|CLI4808_0000012	peptide/nickel transport system permease protein	7450	8424	00	9012	-1	contig.4	cds	-	0.0	K02033	278.5	-	0.0	-	0.0	-	0.0	-	0.0	BPD_transp_1	94.6	actNOG.ENOG4100DHI.meta_raw	360.5
CLI4808|CLI4808_0000013	peptide/nickel transport system substrate-binding protein	8421	10046	00	9983	-1	contig.4	cds	-	0.0	K02035	224.2	-	0.0	-	0.0	-	0.0	-	0.0	SBP_bac_5	237.0	actNOG.ENOG4100D1I.meta_raw	559.0
CLI4808|CLI4808_0000014	2,5-diketo-D-gluconate reductase	10061	11062	00	11623	-1	contig.4	cds	-	0.0	K05885	146.9	-	0.0	-	0.0	-	0.0	-	0.0	Aldo_ket_red	227.3	actNOG.ENOG4100BJQ.meta_raw	440.8
CLI4808|CLI4808_0000015	TetR/AcrR family transcriptional regulator, acrAB operon repressor	11243	11824	00	12805	-1	contig.4	cds	-	0.0	K03577	28.1	-	0.0	-	0.0	-	0.0	-	0.0	TetR_N	44.2	actNOG.ENOG4100MD4.meta_raw	208.6
CLI4808|CLI4808_0000016	putative drug resistance transporter, EmrB/QacA subfamily	11987	13420	00	13549	1	contig.4	cds	TIGR00711	214.3	K07552	73.7	-	0.0	-	0.0	-	0.0	-	0.0	MFS_1	152.2	actNOG.ENOG4100DFN.meta_raw	548.5
CLI4808|CLI4808_0000017	hypothetical protein	13564	14319	00	15126	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Trans_reg_C,BTAD	45.6,131.9	actNOG.ENOG4100MMZ.meta_raw	256.2
CLI4808|CLI4808_0000018	K00680 family protein	14388	15590	00	15950	-1	contig.4	cds	-	0.0	K00680	35.6	-	0.0	-	0.0	-	0.0	-	0.0	Acyl_transf_3	117.5	actNOG.ENOG4100I7X.meta_raw	395.5
CLI4808|CLI4808_0000019	probable F420-dependent oxidoreductase, MSMEG_2516 family	15655	16566	00	17217	-1	contig.4	cds	TIGR03621	310.9	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Bac_luciferase	103.8	actNOG.ENOG4100IV6.meta_raw	347.1
CLI4808|CLI4808_0000020	hypothetical protein	16569	16664	00	18131	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4808|CLI4808_0000021	hypothetical protein	16881	17192	00	18443	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HTH_Tnp_4	38.1	actNOG.ENOG4100YTA.meta_raw	104.2
CLI4808|CLI4808_0000022	hypothetical protein	17189	17530	00	18751	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100YTA.meta_raw	103.9
CLI4808|CLI4808_0000023	hypothetical protein	18207	18332	00	19769	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4808|CLI4808_0000024	transposase	18518	19579	00	20080	-1	contig.4	cds	-	0.0	K07486	129.3	-	0.0	-	0.0	-	0.0	-	0.0	DEDD_Tnp_IS110,Transposase_20	75.9,67.8	actNOG.ENOG4100DRX.meta_raw	453.1
CLI4808|CLI4808_0000025	LuxR family transcriptional regulator, maltose regulon positive	20064	22841	00	21626	1	contig.4	cds	-	0.0	K03556	129.1	-	0.0	-	0.0	-	0.0	-	0.0	AAA_16,GerE	41.0,60.0	actNOG.ENOG4100H9K.meta_raw	545.7
CLI4808|CLI4808_0000026	hypothetical protein	23518	23985	00	25080	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100J9A.meta_raw	93.6
CLI4808|CLI4808_0000027	def peptide deformylase	24005	25024	00	25567	1	contig.4	cds	-	0.0	K06889	31.9	-	0.0	-	0.0	-	0.0	-	0.0	DUF1100	49.5	actNOG.ENOG41011Q2.meta_raw	347.7
CLI4808|CLI4808_0000028	antiSMASH mod_KS domain protein	25162	25731	00	26724	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	mod_KS	164.9	ketoacyl-synt	97.6	actNOG.ENOG4100C2E.meta_raw	193.7
