LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4837|CLI4837_0000001	hypothetical partial partial partial partial protein	3	887	10	3	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HisKA_3	49.2	actNOG.ENOG4100BMR.meta_raw	333.0
CLI4837|CLI4837_0000002	two-component response regulator, fimbrial Z protein FimZ	878	1525	00	878	1	contig.1	cds	-	0.0	K07688	68.0	-	0.0	-	0.0	-	0.0	-	0.0	Response_reg,GerE	55.0,49.5	actNOG.ENOG4100H4Y.meta_raw	329.6
CLI4837|CLI4837_0000003	hypothetical protein	1522	2124	00	1522	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	IGPD	196.0	actNOG.ENOG4100BV1.meta_raw	353.5
CLI4837|CLI4837_0000004	histidinol-phosphate aminotransferase	2121	3242	00	2121	-1	contig.1	cds	TIGR01141	313.8	K02225	94.7	-	0.0	-	0.0	-	0.0	-	0.0	Aminotran_1_2	190.8	actNOG.ENOG4100CD9.meta_raw	505.0
CLI4837|CLI4837_0000005	histidinol dehydrogenase	3239	4579	00	3239	-1	contig.1	cds	TIGR00069	440.5	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Histidinol_dh	491.8	actNOG.ENOG4100CEW.meta_raw	677.3
CLI4837|CLI4837_0000006	hypothetical protein	4613	6091	00	4613	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	GT83	20.5	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100HQ1.meta_raw	390.7
CLI4837|CLI4837_0000007	hypothetical protein	6236	7471	00	6236	1	contig.1	cds	-	0.0	K09927	24.6	-	0.0	-	0.0	-	0.0	-	0.0	HTH_42	171.0	actNOG.ENOG4100D0G.meta_raw	424.3
CLI4837|CLI4837_0000008	nicotinate-nucleotide pyrophosphorylase	7482	8399	00	7482	-1	contig.1	cds	TIGR00078	278.6	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	QRPTase_N,QRPTase_C	62.3,179.1	actNOG.ENOG4100CSP.meta_raw	425.1
CLI4837|CLI4837_0000009	hypothetical partial partial partial partial protein	8396	8728	01	8396	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Succ_DH_flav_C	37.2	actNOG.ENOG41014TV.meta_raw	69.1
CLI4837|CLI4837_0000010	hypothetical partial partial partial partial protein	141	251	01	8869	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4837|CLI4837_0000011	hypothetical partial partial partial partial protein	1	813	10	8981	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100G5Z.meta_raw	243.9
CLI4837|CLI4837_0000012	hypothetical protein	980	1612	00	9960	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Methyltransf_25	27.6	actNOG.ENOG4100J9R.meta_raw	280.5
CLI4837|CLI4837_0000013	putative efflux protein, MATE family	1615	2991	00	10595	1	contig.3	cds	TIGR00797	285.3	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	MatE,MatE	84.8,41.5	actNOG.ENOG4100BUB.meta_raw	532.5
CLI4837|CLI4837_0000014	two-component sensor kinase	3007	4722	00	11987	-1	contig.3	cds	-	0.0	K02476	429.3	-	0.0	-	0.0	-	0.0	-	0.0	sCache_3_2,HATPase_c	74.4,62.7	actNOG.ENOG4100DQG.meta_raw	503.6
CLI4837|CLI4837_0000015	serine/threonine transporter	4807	6300	00	13787	-1	contig.3	cds	-	0.0	K07862	42.5	-	0.0	-	0.0	-	0.0	-	0.0	SDF	300.4	actNOG.ENOG4100DX5.meta_raw	531.2
CLI4837|CLI4837_0000016	two-component response regulator CpxR	6396	7076	00	15376	1	contig.3	cds	-	0.0	K07662	181.0	-	0.0	-	0.0	-	0.0	-	0.0	Response_reg,Trans_reg_C	86.3,79.5	actNOG.ENOG4100IXM.meta_raw	266.8
CLI4837|CLI4837_0000017	tRNA pseudouridine(55) synthase	7088	7981	00	16068	1	contig.3	cds	TIGR00431	217.1	K03177	363.0	-	0.0	-	0.0	-	0.0	-	0.0	TruB_N,TruB_C_2,TruB_C	162.3,45.8,67.9	actNOG.ENOG4100DW8.meta_raw	398.7
CLI4837|CLI4837_0000018	riboflavin kinase/FMN adenylyltransferase	8034	9023	00	17014	1	contig.3	cds	TIGR00083	221.2	K11753	357.3	-	0.0	-	0.0	-	0.0	-	0.0	FAD_syn,Flavokinase	170.5,115.6	actNOG.ENOG4100CJQ.meta_raw	423.5
CLI4837|CLI4837_0000019	hypothetical protein	9088	9723	00	18068	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100P1Y.meta_raw	169.0
CLI4837|CLI4837_0000020	putative 2'-5' RNA ligase partial partial partial partial protein	9947	10318	01	18927	1	contig.3	cds	TIGR02258	48.8	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	LigT_PEase	27.7	actNOG.ENOG4100QEN.meta_raw	117.4
CLI4837|CLI4837_0000021	hypothetical partial partial partial partial protein	3	383	10	19301	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HTH_30	72.3	actNOG.ENOG4100DI4.meta_raw	200.7
CLI4837|CLI4837_0000022	hypothetical protein	384	935	00	19682	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF1707	63.8	actNOG.ENOG4100JRG.meta_raw	179.8
CLI4837|CLI4837_0000023	hypothetical protein	1008	1211	00	20306	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4837|CLI4837_0000024	two-component response regulator, fimbrial Z protein FimZ	1349	2017	00	20647	-1	contig.4	cds	-	0.0	K07688	122.3	-	0.0	-	0.0	-	0.0	-	0.0	Response_reg,GerE	94.9,62.1	actNOG.ENOG4100JBF.meta_raw	313.4
CLI4837|CLI4837_0000025	hypothetical protein	2014	3189	00	21312	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HisKA_3	52.1	actNOG.ENOG4100HFC.meta_raw	385.0
CLI4837|CLI4837_0000026	branched-chain amino acid transport system ATP-binding partial partial partial partial protein	3252	3917	01	22550	1	contig.4	cds	-	0.0	K01996	148.8	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran	87.5	actNOG.ENOG4100DUJ.meta_raw	329.0
CLI4837|CLI4837_0000027	hypothetical protein	367	1386	00	23582	1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG410103K.meta_raw	20.4
CLI4837|CLI4837_0000028	hypothetical protein	1462	1764	00	24677	-1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4837|CLI4837_0000029	hypothetical protein	1764	2042	00	24979	-1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4837|CLI4837_0000030	hypothetical partial partial partial partial protein	3	131	10	25319	-1	contig.6	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4837|CLI4837_0000031	hypothetical protein	210	458	00	25921	-1	contig.7	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4837|CLI4837_0000032	hypothetical partial partial partial partial protein	1	72	10	26256	-1	contig.8	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
