LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4792|CLI4792_0000001	hypothetical partial partial partial partial protein	3	629	11	3	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HgmA	37.9	actNOG.ENOG4100BG3.meta_raw	433.5
CLI4792|CLI4792_0000002	hypothetical partial partial partial partial protein	3	452	10	632	-1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100S8V.meta_raw	106.3
CLI4792|CLI4792_0000003	O-acetylhomoserine (thiol)-lyase	1071	1550	00	1700	-1	contig.2	cds	-	0.0	K01740	75.2	-	0.0	-	0.0	-	0.0	-	0.0	CoA_binding_2	126.9	actNOG.ENOG4100MSJ.meta_raw	232.0
CLI4792|CLI4792_0000004	OAH/OAS sulfhydrylase	1547	2866	00	2176	-1	contig.2	cds	TIGR01326	584.2	K01740	749.8	-	0.0	-	0.0	-	0.0	-	0.0	Cys_Met_Meta_PP	426.7	actNOG.ENOG41014RX.meta_raw	758.1
CLI4792|CLI4792_0000005	probable F420-dependent oxidoreductase, MSMEG_2256 family	2958	3941	00	3587	1	contig.2	cds	TIGR03617	402.6	K04091	49.1	-	0.0	-	0.0	-	0.0	-	0.0	Bac_luciferase	186.3	actNOG.ENOG4100DFE.meta_raw	413.9
CLI4792|CLI4792_0000006	def peptide deformylase	3948	4658	00	4577	-1	contig.2	cds	-	0.0	K06889	75.8	-	0.0	-	0.0	-	0.0	-	0.0	DLH	150.3	actNOG.ENOG4100H5B.meta_raw	222.5
CLI4792|CLI4792_0000007	putative acyl-CoA thioesterase II	4655	5578	00	5284	-1	contig.2	cds	TIGR00189	275.4	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	4HBT_3	202.9	actNOG.ENOG4100DPM.meta_raw	381.9
CLI4792|CLI4792_0000008	pyruvate kinase	5598	6938	00	6227	-1	contig.2	cds	TIGR01064	506.9	K00873	625.8	-	0.0	-	0.0	-	0.0	-	0.0	PK,PK_C	346.1,84.1	actNOG.ENOG4100C8W.meta_raw	720.6
CLI4792|CLI4792_0000009	hypothetical protein	7117	7473	00	7746	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	VanZ	33.4	actNOG.ENOG4100TG0.meta_raw	129.0
CLI4792|CLI4792_0000010	TIGR02453 family protein	7813	8451	00	8442	-1	contig.2	cds	TIGR02453	115.1	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF2461	151.3	actNOG.ENOG4100IK6.meta_raw	289.6
