LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI7405|CLI7405_0000001	putative plasma-membrane calcium-translocating P-type ATPase	57	2792	00	57	1	contig.1	cds	TIGR01517	373.9	K01552	453.2	-	0.0	-	0.0	-	0.0	-	0.0	Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Cation_ATPase_C	63.7,208.9,68.1,100.2	actNOG.ENOG4100DT2.meta_raw	854.7
CLI7405|CLI7405_0000002	polyphosphate kinase 2, PA0141 family	2814	3683	00	2814	1	contig.1	cds	TIGR03707	350.6	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	PPK2	316.3	actNOG.ENOG4100CBD.meta_raw	403.3
CLI7405|CLI7405_0000003	phosphate transport system regulatory protein PhoU	3703	4362	00	3703	-1	contig.1	cds	TIGR02135	140.6	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	PhoU,PhoU	58.7,35.6	actNOG.ENOG4100GP3.meta_raw	220.6
CLI7405|CLI7405_0000004	hypothetical protein	4455	4652	00	4455	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Dodecin	37.7	actNOG.ENOG4100Q9B.meta_raw	57.1
CLI7405|CLI7405_0000005	phosphate transport system regulatory protein PhoU	4753	5409	00	4753	-1	contig.1	cds	TIGR02135	176.5	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	PhoU,PhoU	52.4,38.9	actNOG.ENOG4100GP3.meta_raw	306.9
CLI7405|CLI7405_0000006	hypothetical partial partial partial partial protein	5512	5805	01	5512	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	LytR_C	34.1	actNOG.ENOG4100CF8.meta_raw	34.6
CLI7405|CLI7405_0000007	hypothetical protein	206	823	00	6012	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI7405|CLI7405_0000008	integrase	833	1972	00	6639	-1	contig.2	cds	-	0.0	K14059	139.2	-	0.0	-	0.0	-	0.0	-	0.0	Phage_integrase	83.1	actNOG.ENOG4100EVV.meta_raw	564.8
CLI7405|CLI7405_0000009	DNA binding domain, excisionase family	1969	2178	00	7775	-1	contig.2	cds	TIGR01764	35.4	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HTH_17	34.4	actNOG.ENOG4100TIC.meta_raw	106.1
CLI7405|CLI7405_0000010	hypothetical partial partial partial partial protein	2175	3509	01	7981	-1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100CFX.meta_raw	541.6
