LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4805|CLI4805_0000001	hypothetical partial partial partial partial protein	2	100	10	2	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4805|CLI4805_0000002	protocatechuate 3,4-dioxygenase, alpha subunit	202	780	00	202	-1	contig.1	cds	TIGR02423	206.3	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Dioxygenase_C	56.0	actNOG.ENOG4100JRA.meta_raw	259.7
CLI4805|CLI4805_0000003	protocatechuate 3,4-dioxygenase, beta subunit	777	1496	00	777	-1	contig.1	cds	TIGR02422	336.7	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	PCDO_beta_N,Dioxygenase_C	41.6,164.9	actNOG.ENOG4100CCS.meta_raw	368.9
CLI4805|CLI4805_0000004	putative 4-hydroxybenzoate 3-monooxygenase	1537	2808	00	1537	-1	contig.1	cds	TIGR02360	449.4	K03185	40.9	-	0.0	-	0.0	-	0.0	-	0.0	FAD_binding_3	228.3	actNOG.ENOG4100BJS.meta_raw	558.4
CLI4805|CLI4805_0000005	hypothetical protein	2846	3619	00	2846	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HTH_IclR,IclR	42.0,70.6	actNOG.ENOG4100GJS.meta_raw	323.5
CLI4805|CLI4805_0000006	proline iminopeptidase	3678	4811	00	3678	1	contig.1	cds	-	0.0	K01259	47.4	-	0.0	-	0.0	-	0.0	-	0.0	EHN	119.0	actNOG.ENOG4100BTP.meta_raw	539.9
CLI4805|CLI4805_0000007	hypothetical protein	4836	5393	00	4836	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF1697	135.1	actNOG.ENOG4100P2K.meta_raw	197.2
CLI4805|CLI4805_0000008	hypothetical partial partial partial partial protein	5542	5601	01	5542	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100CRY.meta_raw	27.4
CLI4805|CLI4805_0000009	hypothetical partial partial partial partial protein	3	1268	10	5604	-1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG410103K.meta_raw	29.5
CLI4805|CLI4805_0000010	dCMP deaminase	1920	2414	00	7521	-1	contig.2	cds	-	0.0	K01493	44.2	-	0.0	-	0.0	-	0.0	-	0.0	dCMP_cyt_deam_1	65.2	actNOG.ENOG4100PGU.meta_raw	161.0
