LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4803|CLI4803_0000001	hypothetical partial partial partial partial protein	2	778	10	2	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100ZTC.meta_raw	72.6
CLI4803|CLI4803_0000002	hypothetical protein	33	359	00	849	-1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4803|CLI4803_0000003	hypothetical protein	599	1228	00	1415	-1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	SNARE_assoc	46.1	actNOG.ENOG4100PQ6.meta_raw	150.0
CLI4803|CLI4803_0000004	hypothetical protein	1393	1791	00	2209	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DoxX_2	45.4	actNOG.ENOG4100RX4.meta_raw	154.9
CLI4803|CLI4803_0000005	hypothetical protein	1884	2786	00	2700	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF2188	53.8	actNOG.ENOG41010AJ.meta_raw	61.0
CLI4803|CLI4803_0000006	hypothetical partial partial partial partial protein	2841	3386	01	3657	-1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100FXM.meta_raw	149.6
CLI4803|CLI4803_0000007	hypothetical partial partial partial partial protein	2	937	10	4206	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100KXU.meta_raw	30.3
CLI4803|CLI4803_0000008	glycolate oxidase iron-sulfur subunit	1010	3601	00	5214	-1	contig.3	cds	-	0.0	K11473	96.5	-	0.0	-	0.0	-	0.0	-	0.0	Fer4_8,CCG,CCG	48.7,58.4,45.1	actNOG.ENOG4100D7Z.meta_raw	1202.5
CLI4803|CLI4803_0000009	hypothetical protein	4220	4492	00	8424	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG41012RD.meta_raw	97.4
CLI4803|CLI4803_0000010	hypothetical partial partial partial partial protein	4496	4882	01	8700	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100M8D.meta_raw	205.4
CLI4803|CLI4803_0000011	hypothetical partial partial partial partial protein	2	607	10	9090	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4803|CLI4803_0000012	drug resistance transporter, Bcr/CflA subfamily	594	1820	00	9682	-1	contig.4	cds	TIGR00710	277.7	K07552	394.2	-	0.0	-	0.0	-	0.0	-	0.0	MFS_1	176.3	actNOG.ENOG4100BG0.meta_raw	460.6
CLI4803|CLI4803_0000013	hypothetical protein	1907	2344	00	10995	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	MarR_2	46.8	actNOG.ENOG41012WT.meta_raw	118.9
CLI4803|CLI4803_0000014	hypothetical protein	2363	3616	00	11451	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF2236	72.1	actNOG.ENOG4100D5W.meta_raw	433.6
CLI4803|CLI4803_0000015	cell division ATP-binding protein FtsE	3750	4439	00	12838	1	contig.4	cds	TIGR02673	278.6	K02041	214.3	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran	117.6	actNOG.ENOG4100BJ2.meta_raw	446.1
CLI4803|CLI4803_0000016	ABC.CD.P putative ABC transport system permease protein	4440	5342	00	13528	1	contig.4	cds	-	0.0	K02004	33.1	-	0.0	-	0.0	-	0.0	-	0.0	FtsX	39.7	actNOG.ENOG4100CG5.meta_raw	323.4
CLI4803|CLI4803_0000017	SsrA-binding protein	5409	5894	00	14497	1	contig.4	cds	TIGR00086	192.3	K03664	220.4	-	0.0	-	0.0	-	0.0	-	0.0	SmpB	94.9	actNOG.ENOG4100IYC.meta_raw	253.8
CLI4803|CLI4803_0000018	K07045 family protein	6008	6973	00	15096	1	contig.4	cds	-	0.0	K07045	182.2	-	0.0	-	0.0	-	0.0	-	0.0	Amidohydro_2	107.9	actNOG.ENOG4100DWS.meta_raw	440.6
CLI4803|CLI4803_0000019	hypothetical protein	7002	8261	00	16090	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Sacchrp_dh_NADP	48.3	actNOG.ENOG4100D9M.meta_raw	552.8
CLI4803|CLI4803_0000020	hypothetical protein	8851	9042	00	17939	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Fer4_13	51.5	actNOG.ENOG41012NC.meta_raw	92.3
CLI4803|CLI4803_0000021	hypothetical protein	9058	9786	00	18146	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	VIT1	187.0	actNOG.ENOG4100HN4.meta_raw	307.9
CLI4803|CLI4803_0000022	deoxyribodipyrimidine photolyase-related protein	9851	11341	00	18939	1	contig.4	cds	-	0.0	K06876	593.0	-	0.0	-	0.0	-	0.0	-	0.0	DPRP	137.4	actNOG.ENOG4100CN9.meta_raw	746.6
CLI4803|CLI4803_0000023	hypothetical protein	11411	11914	00	20499	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	MauE	44.3	actNOG.ENOG4100NNU.meta_raw	201.2
CLI4803|CLI4803_0000024	hypothetical protein	11957	12691	00	21045	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Thioredoxin_4	66.2	actNOG.ENOG4100NU0.meta_raw	198.4
CLI4803|CLI4803_0000025	hypothetical protein	12688	13329	00	21776	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100IJU.meta_raw	292.1
CLI4803|CLI4803_0000026	aspartate aminotransferase partial partial partial partial protein	13397	14830	01	22485	1	contig.4	cds	-	0.0	K00812	98.6	-	0.0	-	0.0	-	0.0	-	0.0	GntR,Aminotran_1_2	58.1,88.7	actNOG.ENOG4100C0Y.meta_raw	533.8
CLI4803|CLI4803_0000027	putative luciferase family oxidoreductase, group 1	134	1252	00	24054	1	contig.5	cds	TIGR03558	155.4	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Bac_luciferase	110.7	actNOG.ENOG4100F05.meta_raw	530.2
CLI4803|CLI4803_0000028	putative glutamine transport system permease protein	1643	2482	00	25563	1	contig.5	cds	-	0.0	K10040	37.7	-	0.0	-	0.0	-	0.0	-	0.0	BPD_transp_1	102.5	actNOG.ENOG4100EJQ.meta_raw	367.2
CLI4803|CLI4803_0000029	sulfonate/nitrate/taurine transport system ATP-binding protein	2479	3192	00	26399	1	contig.5	cds	-	0.0	K02049	262.4	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran	85.6	actNOG.ENOG4100DJM.meta_raw	336.9
