LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4812|CLI4812_0000001	uncharacterized partial partial partial partial protein	1	1149	11	1	-1	contig.1	cds	-	0.0	K07148	17.1	-	0.0	-	0.0	-	0.0	-	0.0	DUF1624	32.3	actNOG.ENOG4100JXB.meta_raw	323.0
CLI4812|CLI4812_0000002	putative transposase partial partial partial partial protein	3	647	11	1152	1	contig.2	cds	-	0.0	K07493	284.9	-	0.0	-	0.0	-	0.0	-	0.0	Transposase_mut	246.9	actNOG.ENOG4100DIN.meta_raw	361.7
CLI4812|CLI4812_0000003	hypothetical partial partial partial partial protein	1	210	10	1798	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DDE_Tnp_1_2	34.7	actNOG.ENOG41014XA.meta_raw	115.0
CLI4812|CLI4812_0000004	naphthoate synthase (dihydroxynaphthoic acid synthetase)	58	960	00	2304	-1	contig.5	cds	TIGR01929	411.3	K01661	461.0	-	0.0	-	0.0	-	0.0	-	0.0	ECH_1	184.6	actNOG.ENOG4100DF1.meta_raw	568.6
CLI4812|CLI4812_0000005	hypothetical protein	1089	1688	00	3335	1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100R4M.meta_raw	154.5
CLI4812|CLI4812_0000006	acetaldehyde dehydrogenase / alcohol dehydrogenase	1754	3049	00	4000	1	contig.5	cds	-	0.0	K04072	160.9	-	0.0	-	0.0	-	0.0	-	0.0	Fe-ADH	341.8	actNOG.ENOG410145U.meta_raw	487.7
CLI4812|CLI4812_0000007	D-lactate dehydrogenase (cytochrome)	3112	5997	00	5358	1	contig.5	cds	-	0.0	K00102	861.4	-	0.0	-	0.0	-	0.0	-	0.0	FAD_binding_4,FAD-oxidase_C,Fer4_8	124.7,164.0,37.6	actNOG.ENOG4100CQZ.meta_raw	1315.8
CLI4812|CLI4812_0000008	hypothetical partial partial partial partial protein	6004	6315	01	8250	1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Patatin	27.7	actNOG.ENOG4100M1B.meta_raw	101.8
CLI4812|CLI4812_0000009	alkanesulfonate monooxygenase	345	1511	00	8906	1	contig.6	cds	-	0.0	K04091	66.7	-	0.0	-	0.0	-	0.0	A-OX	51.6	Bac_luciferase	135.4	actNOG.ENOG4100FCM.meta_raw	259.6
CLI4812|CLI4812_0000010	enoyl-CoA hydratase	1656	2438	00	10217	1	contig.6	cds	-	0.0	K01692	207.5	-	0.0	-	0.0	-	0.0	-	0.0	ECH_1	148.3	actNOG.ENOG4100C1S.meta_raw	189.0
