LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4831|CLI4831_0000001	integrase/recombinase XerD	162	1235	00	162	1	contig.1	cds	-	0.0	K04763	181.6	-	0.0	-	0.0	-	0.0	-	0.0	Phage_int_SAM_1,Phage_integrase	44.9,93.0	actNOG.ENOG41014UV.meta_raw	351.4
CLI4831|CLI4831_0000002	hypothetical partial partial partial partial protein	1232	1783	01	1232	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100UU1.meta_raw	57.6
CLI4831|CLI4831_0000003	putative poly-beta-hydroxybutyrate-responsive repressor	523	948	00	2306	1	contig.2	cds	TIGR02719	70.8	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	PadR	61.9	actNOG.ENOG41013QM.meta_raw	158.4
CLI4831|CLI4831_0000004	hypothetical protein	1022	1159	00	2805	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HupF_HypC	39.7	actNOG.ENOG4100SGP.meta_raw	60.7
CLI4831|CLI4831_0000005	[NiFe] hydrogenase maturation protein HypF	1156	3471	00	2939	1	contig.2	cds	TIGR00143	720.4	K04656	888.1	-	0.0	-	0.0	-	0.0	-	0.0	Acylphosphatase,zf-HYPF,zf-HYPF,Sua5_yciO_yrdC	69.7,58.2,52.6,160.1	actNOG.ENOG4100EXV.meta_raw	1023.7
CLI4831|CLI4831_0000006	hypothetical protein	3766	4302	00	5549	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	SIS_2	32.7	actNOG.ENOG4100I0N.meta_raw	177.0
CLI4831|CLI4831_0000007	hypothetical protein	4299	4955	00	6082	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	SIS_2	66.5	actNOG.ENOG4100HAZ.meta_raw	264.2
CLI4831|CLI4831_0000008	hydrogenase accessory protein HypB	4907	5731	00	6690	-1	contig.2	cds	TIGR00073	280.7	K04652	372.7	-	0.0	-	0.0	-	0.0	-	0.0	cobW	102.3	actNOG.ENOG4100DRI.meta_raw	336.6
CLI4831|CLI4831_0000009	putative hydrogenase nickel insertion protein HypA	5689	6063	00	7472	-1	contig.2	cds	TIGR00100	78.4	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HypA	98.4	actNOG.ENOG4100PJN.meta_raw	152.3
CLI4831|CLI4831_0000010	hydrogenase expression/formation protein HypE	6073	7314	00	7856	-1	contig.2	cds	TIGR02124	444.0	K04655	545.5	-	0.0	-	0.0	-	0.0	-	0.0	AIRS,AIRS_C	60.7,86.6	actNOG.ENOG4100BVP.meta_raw	577.5
CLI4831|CLI4831_0000011	hydrogenase expression/formation protein HypD	7311	8438	00	9094	-1	contig.2	cds	TIGR00075	496.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HypD	519.3	actNOG.ENOG4100DD1.meta_raw	627.9
