LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4825|CLI4825_0000001	hypothetical partial partial partial partial protein	2	163	10	2	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4825|CLI4825_0000002	putative glucose-1-phosphate cytidylyltransferase	420	1130	00	420	1	contig.1	cds	TIGR02623	246.9	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100EZN.meta_raw	285.6
CLI4825|CLI4825_0000003	hypothetical partial partial partial partial protein	3	266	11	1353	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4825|CLI4825_0000004	hypothetical partial partial partial partial protein	1	216	10	1619	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4825|CLI4825_0000005	putative ABC transport permease subunit	213	992	00	1831	1	contig.3	cds	TIGR00056	136.6	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	MlaE	201.8	actNOG.ENOG4100DDU.meta_raw	366.4
CLI4825|CLI4825_0000006	putative ABC transport permease subunit	994	1836	00	2612	1	contig.3	cds	TIGR00056	122.2	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	MlaE	180.9	actNOG.ENOG4100EPX.meta_raw	399.5
CLI4825|CLI4825_0000007	virulence factor Mce family protein	1833	3287	00	3451	1	contig.3	cds	TIGR00996	186.1	K02067	77.2	-	0.0	-	0.0	-	0.0	-	0.0	MlaD,Mce4_CUP1	45.3,232.7	actNOG.ENOG4100D8W.meta_raw	517.6
CLI4825|CLI4825_0000008	virulence factor Mce family protein	3284	4537	00	4902	1	contig.3	cds	TIGR00996	213.0	K02067	110.3	-	0.0	-	0.0	-	0.0	-	0.0	MlaD	63.3	actNOG.ENOG4100FKZ.meta_raw	460.0
CLI4825|CLI4825_0000009	virulence factor Mce family protein	4537	5502	00	6155	1	contig.3	cds	TIGR00996	196.7	K02067	89.0	-	0.0	-	0.0	-	0.0	-	0.0	MlaD	55.2	actNOG.ENOG4100BSY.meta_raw	410.8
CLI4825|CLI4825_0000010	virulence factor Mce family protein	5502	6902	00	7120	1	contig.3	cds	TIGR00996	193.6	K02067	85.2	-	0.0	-	0.0	-	0.0	-	0.0	MlaD,Mce4_CUP1	50.7,26.6	actNOG.ENOG4100BPF.meta_raw	407.1
CLI4825|CLI4825_0000011	virulence factor Mce family protein	6899	8221	00	8517	1	contig.3	cds	TIGR00996	214.1	K02067	92.7	-	0.0	-	0.0	-	0.0	-	0.0	MlaD,Mce4_CUP1	63.7,36.7	actNOG.ENOG4100C0H.meta_raw	461.5
CLI4825|CLI4825_0000012	virulence factor Mce family protein	8218	9513	00	9836	1	contig.3	cds	TIGR00996	203.7	K02067	85.8	-	0.0	-	0.0	-	0.0	-	0.0	MlaD	53.3	actNOG.ENOG4100EJU.meta_raw	471.3
CLI4825|CLI4825_0000013	hypothetical partial partial partial partial protein	9510	9605	01	11128	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4825|CLI4825_0000014	putative inositol 1-phosphate synthase, Actinobacterial type partial partial partial partial protein	3	938	10	11226	-1	contig.4	cds	TIGR03450	601.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Inos-1-P_synth	108.1	actNOG.ENOG4100CMG.meta_raw	623.4
CLI4825|CLI4825_0000015	hypothetical protein	1186	1278	00	12409	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4825|CLI4825_0000016	hypothetical protein	1328	2323	00	12551	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DegT_DnrJ_EryC1	279.3	actNOG.ENOG4100VXC.meta_raw	482.1
CLI4825|CLI4825_0000017	monoamine oxidase	2900	4411	00	14123	1	contig.4	cds	-	0.0	K00274	25.6	-	0.0	AA3	69.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100H1X.meta_raw	28.8
CLI4825|CLI4825_0000018	hypothetical protein	4415	5335	00	15638	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	APH	58.1	actNOG.ENOG4100JPZ.meta_raw	143.6
CLI4825|CLI4825_0000019	arginine deiminase	5389	6432	00	16612	1	contig.4	cds	-	0.0	K01478	24.6	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100GNS.meta_raw	426.4
CLI4825|CLI4825_0000020	hypothetical protein	6444	7316	00	17667	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Glyco_tranf_2_5	30.3	actNOG.ENOG4100T64.meta_raw	34.4
CLI4825|CLI4825_0000021	hypothetical protein	7352	8008	00	18575	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
