LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4828|CLI4828_0000001	hypothetical partial partial partial partial protein	3	1313	11	3	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DDE_Tnp_1	59.4	actNOG.ENOG4100D25.meta_raw	575.7
CLI4828|CLI4828_0000002	putative transposase partial partial partial partial protein	2	286	10	1682	1	contig.3	cds	-	0.0	K07497	45.6	-	0.0	-	0.0	-	0.0	-	0.0	rve	28.8	actNOG.ENOG4100FHD.meta_raw	100.2
CLI4828|CLI4828_0000003	hypothetical partial partial partial partial protein	3	92	10	1971	1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4828|CLI4828_0000004	acyl-CoA dehydrogenase	149	1297	00	2117	1	contig.4	cds	-	0.0	K00249	309.8	-	0.0	-	0.0	-	0.0	-	0.0	Acyl-CoA_dh_N,Acyl-CoA_dh_M,Acyl-CoA_dh_1	59.4,61.2,135.7	actNOG.ENOG4100IC9.meta_raw	455.8
CLI4828|CLI4828_0000005	2-methylcitrate dehydratase	1294	2709	00	3262	1	contig.4	cds	-	0.0	K01720	148.7	-	0.0	-	0.0	-	0.0	-	0.0	MmgE_PrpD	362.7	actNOG.ENOG4100BHM.meta_raw	424.8
CLI4828|CLI4828_0000006	6-carboxyhexanoate-CoA ligase	2706	4832	00	4674	1	contig.4	cds	-	0.0	K01906	388.5	-	0.0	-	0.0	-	0.0	-	0.0	CoA_binding_2,Succ_CoA_lig,ATP-grasp_5	80.3,115.9,161.7	actNOG.ENOG4100CP9.meta_raw	474.2
CLI4828|CLI4828_0000007	iron(III) transport system ATP-binding partial partial partial partial protein	4878	5996	01	6846	1	contig.4	cds	-	0.0	K02010	368.5	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran,TOBE_2	99.8,56.6	actNOG.ENOG4100IC6.meta_raw	443.2
CLI4828|CLI4828_0000008	hypothetical partial partial partial partial protein	1	420	10	7965	-1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Abhydrolase_1	73.6	actNOG.ENOG4100CVT.meta_raw	191.1
CLI4828|CLI4828_0000009	hypothetical protein	512	1039	00	8476	1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	ABATE,zf-CGNR	35.9,66.0	actNOG.ENOG4100N2K.meta_raw	232.0
CLI4828|CLI4828_0000010	def peptide deformylase	1241	2668	00	9205	1	contig.5	cds	-	0.0	K06889	24.0	-	0.0	CE15	266.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100GT9.meta_raw	119.9
