LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4839|CLI4839_0000001	hypothetical protein	85	867	00	85	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100P5B.meta_raw	274.8
CLI4839|CLI4839_0000002	putative transposase	864	2972	00	864	1	contig.1	cds	-	0.0	K07497	50.9	-	0.0	-	0.0	-	0.0	-	0.0	rve,Mu-transpos_C	43.4,27.0	actNOG.ENOG4100CAB.meta_raw	895.8
CLI4839|CLI4839_0000003	PFAM TniB domain protein	2963	4042	00	2963	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	TniB	99.1	actNOG.ENOG4100M2G.meta_raw	543.2
CLI4839|CLI4839_0000004	hypothetical protein	4039	4839	00	4039	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100ZTC.meta_raw	72.9
CLI4839|CLI4839_0000005	adenylylsulfate kinase	5130	6356	00	5130	1	contig.1	cds	-	0.0	K00860	24.2	-	0.0	-	0.0	-	0.0	-	0.0	AAA_33	27.9	actNOG.ENOG4100YZU.meta_raw	290.9
CLI4839|CLI4839_0000006	PFAM Pyridox_oxidase domain protein	6874	7296	00	6874	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Pyridox_oxidase	35.2	actNOG.ENOG410122I.meta_raw	162.5
CLI4839|CLI4839_0000007	hypothetical protein	8756	9553	00	8756	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100JRH.meta_raw	315.1
CLI4839|CLI4839_0000008	acetoacetyl-CoA reductase	9594	10481	00	9594	1	contig.1	cds	-	0.0	K00023	123.1	-	0.0	-	0.0	-	0.0	-	0.0	adh_short_C2	135.9	actNOG.ENOG4100FX3.meta_raw	360.1
CLI4839|CLI4839_0000009	biotin synthesis protein BioC	10709	11350	00	10709	1	contig.1	cds	-	0.0	K02169	43.7	-	0.0	-	0.0	-	0.0	-	0.0	Methyltransf_12	50.2	actNOG.ENOG4100MNU.meta_raw	218.3
CLI4839|CLI4839_0000010	hypothetical protein	11390	11692	00	11390	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4839|CLI4839_0000011	PFAM Cupin_2 domain protein	11873	12325	00	11873	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Cupin_2	38.9	actNOG.ENOG4100I6E.meta_raw	143.9
CLI4839|CLI4839_0000012	PFAM HTH_11-WYL domain protein	12598	13539	00	12598	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HTH_11,WYL	46.1,101.6	actNOG.ENOG4100F4Y.meta_raw	348.9
CLI4839|CLI4839_0000013	PFAM AAA_22 domain protein	13703	14515	00	13703	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	AAA_22	58.9	actNOG.ENOG4100F13.meta_raw	414.8
CLI4839|CLI4839_0000014	putative transposase	14508	15959	00	14508	-1	contig.1	cds	-	0.0	K07497	87.6	-	0.0	-	0.0	-	0.0	-	0.0	HTH_32,rve,Mu-transpos_C	28.2,91.1,37.2	actNOG.ENOG4100EUA.meta_raw	619.9
CLI4839|CLI4839_0000015	hypothetical protein	16023	16631	00	16023	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100K06.meta_raw	148.8
CLI4839|CLI4839_0000016	monovalent cation:H+ antiporter, CPA1 family	17006	18304	00	17006	-1	contig.1	cds	-	0.0	K03316	81.7	-	0.0	-	0.0	-	0.0	-	0.0	Na_H_Exchanger	112.3	actNOG.ENOG4100HZ1.meta_raw	458.0
CLI4839|CLI4839_0000017	putative transposase	18492	19295	00	18492	-1	contig.1	cds	-	0.0	K07493	324.9	-	0.0	-	0.0	-	0.0	-	0.0	Transposase_mut	284.0	actNOG.ENOG4100DIN.meta_raw	417.5
CLI4839|CLI4839_0000018	PFAM FCD domain protein	20249	20527	00	20249	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	FCD	36.7	actNOG.ENOG4100MHH.meta_raw	43.4
