LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4799|CLI4799_0000001	hypothetical protein	424	957	00	424	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF4386	99.3	actNOG.ENOG4100HAY.meta_raw	163.5
CLI4799|CLI4799_0000002	transposase	1772	2830	00	1772	1	contig.1	cds	-	0.0	K07486	136.0	-	0.0	-	0.0	-	0.0	-	0.0	DEDD_Tnp_IS110,Transposase_20	37.5,65.0	actNOG.ENOG4100MD1.meta_raw	366.5
CLI4799|CLI4799_0000003	transposase	3523	3831	00	3523	-1	contig.1	cds	-	0.0	K07483	65.2	-	0.0	-	0.0	-	0.0	-	0.0	HTH_Tnp_1	38.6	actNOG.ENOG4100MKX.meta_raw	132.4
CLI4799|CLI4799_0000004	hypothetical protein	3902	4111	00	3902	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4799|CLI4799_0000005	RNA polymerase sigma factor, sigma-70 family	4928	5482	00	4928	1	contig.1	cds	TIGR02937	107.6	K03088	159.8	-	0.0	-	0.0	-	0.0	-	0.0	Sigma70_r2,Sigma70_r4_2	69.6,52.8	actNOG.ENOG4100NFW.meta_raw	178.2
CLI4799|CLI4799_0000006	hypothetical protein	5479	6081	00	5479	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Asp23	41.1	actNOG.ENOG4100K4Z.meta_raw	83.7
CLI4799|CLI4799_0000007	glutamate dehydrogenase (NAD(P)+)	6957	8294	00	6957	1	contig.1	cds	-	0.0	K00261	313.9	-	0.0	-	0.0	-	0.0	-	0.0	ELFV_dehydrog_N,ELFV_dehydrog	164.2,276.0	actNOG.ENOG4100BEB.meta_raw	724.0
CLI4799|CLI4799_0000008	hypothetical protein	8962	9126	00	8962	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4799|CLI4799_0000009	hypothetical protein	9159	9476	00	9159	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100NEK.meta_raw	119.4
CLI4799|CLI4799_0000010	hypothetical protein	10090	10929	00	10090	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	IstB_IS21	117.0	actNOG.ENOG4100F9U.meta_raw	197.1
