LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4815|CLI4815_0000001	hypothetical protein	44	874	00	44	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100HVF.meta_raw	314.5
CLI4815|CLI4815_0000002	non-specific serine/threonine protein kinase partial partial partial partial protein	867	2513	01	867	-1	contig.1	cds	-	0.0	K08282	498.6	-	0.0	-	0.0	-	0.0	-	0.0	SNF2_N,Helicase_C	184.5,60.6	actNOG.ENOG4100BE4.meta_raw	821.5
CLI4815|CLI4815_0000003	MFS transporter, shikimate and dehydroshikimate partial partial partial partial protein	1	1272	10	2515	-1	contig.2	cds	-	0.0	K08172	389.2	-	0.0	-	0.0	-	0.0	-	0.0	Sugar_tr,Sugar_tr	80.4,35.4	actNOG.ENOG4100BEI.meta_raw	512.8
CLI4815|CLI4815_0000004	TIGR03085 family protein	1451	2077	00	3965	1	contig.2	cds	TIGR03085	224.6	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	MDMPI_N	26.5	actNOG.ENOG4100JSC.meta_raw	258.7
CLI4815|CLI4815_0000005	4-hydroxy-tetrahydrodipicolinate synthase	2116	3144	00	4630	1	contig.2	cds	TIGR00674	254.6	K01714	333.4	-	0.0	-	0.0	-	0.0	-	0.0	DHDPS	260.4	actNOG.ENOG4100BMD.meta_raw	451.7
CLI4815|CLI4815_0000006	beta-CASP ribonuclease, RNase J family	3193	4947	00	5707	1	contig.2	cds	TIGR00649	467.0	K06897	30.2	-	0.0	-	0.0	-	0.0	-	0.0	Lactamase_B_2,RMMBL	43.7,39.3	actNOG.ENOG4100BIK.meta_raw	923.2
CLI4815|CLI4815_0000007	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	5064	7631	00	7578	1	contig.2	cds	-	0.0	K03466	777.4	-	0.0	-	0.0	-	0.0	-	0.0	FtsK_SpoIIIE,Ftsk_gamma	212.1,72.7	actNOG.ENOG4100C9V.meta_raw	1223.4
CLI4815|CLI4815_0000008	hypothetical protein	7782	8657	00	10296	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	CarboxypepD_reg,YceI	45.2,130.4	actNOG.ENOG4100USX.meta_raw	410.9
CLI4815|CLI4815_0000009	putative tRNA (cytidine(34)-2'-O)-methyltransferase	8677	9138	00	11191	-1	contig.2	cds	TIGR00185	150.2	K03216	213.4	-	0.0	-	0.0	-	0.0	-	0.0	SpoU_methylase	102.8	actNOG.ENOG4100IGE.meta_raw	221.3
CLI4815|CLI4815_0000010	hypothetical protein	9461	9766	00	11975	-1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	PadR	29.3	actNOG.ENOG4100N4M.meta_raw	43.4
