LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4813|CLI4813_0000001	hypothetical partial partial partial partial protein	3	662	10	3	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	rve_3	55.0	actNOG.ENOG4100DNX.meta_raw	203.1
CLI4813|CLI4813_0000002	hypothetical protein	824	1003	00	824	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100DNX.meta_raw	41.9
CLI4813|CLI4813_0000003	hypothetical protein	1146	1967	00	1146	-1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	APH	47.1	actNOG.ENOG4100G0X.meta_raw	62.7
CLI4813|CLI4813_0000004	putative haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED	1964	2656	00	1964	-1	contig.1	cds	TIGR01509	24.0	K01091	94.4	-	0.0	-	0.0	-	0.0	-	0.0	HAD_2	52.0	actNOG.ENOG4100PAM.meta_raw	243.9
CLI4813|CLI4813_0000005	GntR family transcriptional regulator	2653	3411	00	2653	-1	contig.1	cds	-	0.0	K03710	44.0	-	0.0	-	0.0	-	0.0	-	0.0	GntR	31.5	actNOG.ENOG4100EYD.meta_raw	339.1
CLI4813|CLI4813_0000006	hypothetical protein	4135	4452	00	4135	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4813|CLI4813_0000007	hypothetical protein	4538	4924	00	4538	1	contig.1	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	PASTA	27.9	actNOG.ENOG4100SEA.meta_raw	40.3
CLI4813|CLI4813_0000008	conserved hypothetical protein	4905	5447	00	4905	-1	contig.1	cds	TIGR02246	65.9	K06893	24.9	-	0.0	-	0.0	-	0.0	-	0.0	SnoaL_2	38.5	actNOG.ENOG4100SJE.meta_raw	111.2
CLI4813|CLI4813_0000009	biotin synthesis protein BioC	5780	6610	00	5780	1	contig.1	cds	-	0.0	K02169	26.2	-	0.0	-	0.0	-	0.0	-	0.0	Methyltransf_25	43.9	actNOG.ENOG41014E9.meta_raw	365.3
CLI4813|CLI4813_0000010	putative chaperonin GroL partial partial partial partial protein	6712	7569	01	6712	-1	contig.1	cds	TIGR02348	386.4	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Cpn60_TCP1	130.4	actNOG.ENOG4100BW6.meta_raw	448.4
CLI4813|CLI4813_0000011	K07229 family partial partial partial partial protein	1	822	10	7570	-1	contig.2	cds	-	0.0	K07229	307.2	-	0.0	-	0.0	-	0.0	-	0.0	FAD_binding_9,SIP	96.6,138.0	actNOG.ENOG4100EKS.meta_raw	374.0
CLI4813|CLI4813_0000012	zinc transport system ATP-binding protein	819	1670	00	8388	-1	contig.2	cds	-	0.0	K09817	184.9	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran	107.5	actNOG.ENOG4100BCS.meta_raw	443.9
CLI4813|CLI4813_0000013	iron complex transport system permease protein	1667	2758	00	9236	-1	contig.2	cds	-	0.0	K02015	240.4	-	0.0	-	0.0	-	0.0	-	0.0	FecCD	231.2	actNOG.ENOG4100DT9.meta_raw	424.0
CLI4813|CLI4813_0000014	iron complex transport system permease protein	2755	3828	00	10324	-1	contig.2	cds	-	0.0	K02015	324.6	-	0.0	-	0.0	-	0.0	-	0.0	FecCD	295.6	actNOG.ENOG4100BFQ.meta_raw	429.1
CLI4813|CLI4813_0000015	iron complex transport system substrate-binding protein	3859	4902	00	11428	-1	contig.2	cds	-	0.0	K02016	45.1	-	0.0	-	0.0	-	0.0	-	0.0	Peripla_BP_2	69.8	actNOG.ENOG4100D4K.meta_raw	190.2
CLI4813|CLI4813_0000016	MerR family transcriptional regulator, mercuric resistance operon	5264	6148	00	12833	-1	contig.2	cds	-	0.0	K08365	38.8	-	0.0	-	0.0	-	0.0	-	0.0	MerR_1	67.5	actNOG.ENOG4100KWW.meta_raw	195.6
CLI4813|CLI4813_0000017	hypothetical protein	6249	6809	00	13818	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100JZK.meta_raw	55.0
CLI4813|CLI4813_0000018	hypothetical protein	6809	7186	00	14378	1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100R75.meta_raw	75.6
CLI4813|CLI4813_0000019	hypothetical protein	7317	7661	00	14886	-1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	EthD	52.3	actNOG.ENOG4100SPV.meta_raw	95.6
CLI4813|CLI4813_0000020	hypothetical partial partial partial partial protein	7661	8143	01	15230	-1	contig.2	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Abhydrolase_3	81.1	actNOG.ENOG4100KBQ.meta_raw	120.7
CLI4813|CLI4813_0000021	hypothetical protein	79	567	00	15792	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	AHSA1	70.6	actNOG.ENOG41014GV.meta_raw	131.3
CLI4813|CLI4813_0000022	hypothetical protein	551	883	00	16264	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HTH_20	67.6	actNOG.ENOG4100GPG.meta_raw	169.0
CLI4813|CLI4813_0000023	hypothetical protein	915	1415	00	16628	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100T7E.meta_raw	80.8
CLI4813|CLI4813_0000024	hypothetical protein	1412	1912	00	17125	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF1707	65.2	actNOG.ENOG4100RWM.meta_raw	89.1
CLI4813|CLI4813_0000025	hypothetical protein	1936	3306	00	17649	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	HisKA_3	65.9	actNOG.ENOG4100HPI.meta_raw	398.0
CLI4813|CLI4813_0000026	two-component response regulator, fimbrial Z protein FimZ	3303	3971	00	19016	1	contig.3	cds	-	0.0	K07688	121.6	-	0.0	-	0.0	-	0.0	-	0.0	Response_reg,GerE	95.8,68.0	actNOG.ENOG4100D95.meta_raw	351.3
CLI4813|CLI4813_0000027	3-dehydroquinate dehydratase, type II	3991	4464	00	19704	1	contig.3	cds	TIGR01088	179.6	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DHquinase_II	188.1	actNOG.ENOG4100KNQ.meta_raw	233.5
CLI4813|CLI4813_0000028	acyl-CoA thioester hydrolase	4540	4947	00	20253	-1	contig.3	cds	-	0.0	K07032	152.7	-	0.0	-	0.0	-	0.0	-	0.0	Glyoxalase	25.8	actNOG.ENOG4100MS7.meta_raw	196.5
CLI4813|CLI4813_0000029	choline-phosphate cytidylyltransferase	5075	6097	00	20788	1	contig.3	cds	-	0.0	K00968	65.8	-	0.0	GH109	35.6	-	0.0	-	0.0	GFO_IDH_MocA	69.7	actNOG.ENOG4100DV0.meta_raw	426.5
CLI4813|CLI4813_0000030	amino acid/peptide transporter (Peptide:H+ symporter), bacterial	6185	7651	00	21898	1	contig.3	cds	TIGR00924	453.9	K03305	457.4	-	0.0	-	0.0	-	0.0	-	0.0	PTR2	184.4	actNOG.ENOG4100D5R.meta_raw	643.1
CLI4813|CLI4813_0000031	hypothetical protein	7737	8015	00	23450	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4813|CLI4813_0000032	hypothetical protein	8146	8562	00	23859	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DUF1772	53.5	actNOG.ENOG4100SDW.meta_raw	98.7
CLI4813|CLI4813_0000033	K07118 family protein	8559	9398	00	24272	-1	contig.3	cds	-	0.0	K07118	31.3	-	0.0	-	0.0	-	0.0	-	0.0	NAD_binding_10	40.1	actNOG.ENOG4100RKG.meta_raw	133.0
CLI4813|CLI4813_0000034	AraC family transcriptional regulator	9511	10521	00	25224	1	contig.3	cds	-	0.0	K07506	80.1	-	0.0	-	0.0	-	0.0	-	0.0	Cupin_6,HTH_18	131.5,57.1	actNOG.ENOG4100CSE.meta_raw	328.5
CLI4813|CLI4813_0000035	RNA polymerase sigma factor, sigma-70 family	10844	11725	00	26557	-1	contig.3	cds	TIGR02937	68.4	K03088	155.3	-	0.0	-	0.0	-	0.0	-	0.0	Sigma70_r2,Sigma70_r4_2	57.8,55.9	actNOG.ENOG4100CEY.meta_raw	377.2
CLI4813|CLI4813_0000036	NADH dehydrogenase	11722	12768	00	27435	-1	contig.3	cds	-	0.0	K00356	27.7	-	0.0	-	0.0	-	0.0	-	0.0	Pyr_redox_2	63.2	actNOG.ENOG4100C18.meta_raw	346.0
CLI4813|CLI4813_0000037	(R,R)-butanediol dehydrogenase / diacetyl reductase	12894	13631	00	28607	1	contig.3	cds	-	0.0	K03366	133.9	-	0.0	-	0.0	-	0.0	-	0.0	adh_short	162.3	actNOG.ENOG4100HN3.meta_raw	398.2
CLI4813|CLI4813_0000038	hypothetical protein	13684	14223	00	29397	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DNase-RNase	93.7	actNOG.ENOG4100IPP.meta_raw	119.2
CLI4813|CLI4813_0000039	ATP-binding cassette, subfamily B, bacterial	14229	16097	00	29942	-1	contig.3	cds	-	0.0	K06147	641.6	ABC_efflux	191.5	-	0.0	-	0.0	-	0.0	ABC_membrane,ABC_tran	140.1,102.0	actNOG.ENOG41014XW.meta_raw	910.9
CLI4813|CLI4813_0000040	drug resistance transporter, Bcr/CflA subfamily	16132	17370	00	31845	-1	contig.3	cds	TIGR00710	296.0	K07552	420.3	-	0.0	-	0.0	-	0.0	-	0.0	MFS_1	127.5	actNOG.ENOG4100BG0.meta_raw	493.2
CLI4813|CLI4813_0000041	alkylhydroperoxidase AhpD family core domain	17481	17936	00	33194	-1	contig.3	cds	TIGR00778	60.3	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	CMD	62.0	actNOG.ENOG4100MIG.meta_raw	192.3
CLI4813|CLI4813_0000042	Rrf2 family protein	17965	18435	00	33678	-1	contig.3	cds	TIGR00738	74.1	K13643	35.7	-	0.0	-	0.0	-	0.0	-	0.0	Rrf2	63.1	actNOG.ENOG4100MJA.meta_raw	198.3
CLI4813|CLI4813_0000043	hypothetical protein	18701	18886	00	34414	1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4813|CLI4813_0000044	K00257 family protein	18938	20923	00	34651	-1	contig.3	cds	-	0.0	K00257	136.4	-	0.0	-	0.0	-	0.0	-	0.0	Acyl-CoA_dh_M,Acyl-CoA_dh_1,ACOX	61.3,45.3,60.9	actNOG.ENOG4100C1Q.meta_raw	844.0
CLI4813|CLI4813_0000045	TetR/AcrR family transcriptional regulator, acrAB operon repressor	20920	21615	00	36633	-1	contig.3	cds	-	0.0	K03577	35.9	-	0.0	-	0.0	-	0.0	-	0.0	TetR_N	32.0	actNOG.ENOG4100CRS.meta_raw	226.9
