LocusID	Annotation	Start	End	Partial	Absolute_Start	Strand	Contig	Type	TIGR	TIGR_bitscore	KEGG	KEGG_bitscore	resfam	resfam_bitscore	dbCAN	dbCAN_bitscore	NRPS	NRPS_bitscore	antiSMASH	antiSMASH_bitscore	PFAM	PFAM_bitscore	actNOG	actNOG_bitscore
CLI4819|CLI4819_0000001	phosphonate transport system ATP-binding partial partial partial partial protein	3	335	10	3	1	contig.1	cds	-	0.0	K02041	51.6	-	0.0	-	0.0	-	0.0	-	0.0	ABC_tran	27.2	actNOG.ENOG4100BY0.meta_raw	149.1
CLI4819|CLI4819_0000002	ATP-binding cassette, subfamily B, bacterial partial partial partial partial protein	332	1813	01	332	1	contig.1	cds	-	0.0	K06147	308.5	-	0.0	-	0.0	-	0.0	-	0.0	ABC_membrane,ABC_tran	118.4,55.9	actNOG.ENOG4100C2K.meta_raw	505.0
CLI4819|CLI4819_0000003	putative transposase partial partial partial partial protein	3	542	11	1818	-1	contig.2	cds	-	0.0	K07494	147.5	-	0.0	-	0.0	-	0.0	-	0.0	DDE_3	70.4	actNOG.ENOG4100BDX.meta_raw	338.5
CLI4819|CLI4819_0000004	hypothetical partial partial partial partial protein	3	2834	11	2362	-1	contig.3	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100S3Q.meta_raw	805.8
CLI4819|CLI4819_0000005	hypothetical protein	154	546	00	5347	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100SBR.meta_raw	108.7
CLI4819|CLI4819_0000006	hypothetical protein	543	752	00	5736	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4819|CLI4819_0000007	hypothetical protein	826	933	00	6019	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4819|CLI4819_0000008	ATPase, P-type (transporting), HAD superfamily, subfamily IC	1139	3517	00	6332	-1	contig.4	cds	TIGR01494	106.0	K01552	700.3	-	0.0	-	0.0	-	0.0	-	0.0	E1-E2_ATPase,Hydrolase	170.4,73.3	actNOG.ENOG4100BDV.meta_raw	974.7
CLI4819|CLI4819_0000009	hypothetical partial partial partial partial protein	3740	4189	01	8933	-1	contig.4	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	DoxX	63.7	actNOG.ENOG4100MX0.meta_raw	146.3
CLI4819|CLI4819_0000010	hypothetical partial partial partial partial protein	1	138	10	9385	-1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100C35.meta_raw	29.7
CLI4819|CLI4819_0000011	enoyl-CoA hydratase	143	958	00	9527	-1	contig.5	cds	-	0.0	K01692	131.9	-	0.0	-	0.0	-	0.0	-	0.0	ECH_1	79.7	actNOG.ENOG4100PWU.meta_raw	374.8
CLI4819|CLI4819_0000012	kynB arylformamidase	955	1731	00	10339	-1	contig.5	cds	-	0.0	K07130	146.8	-	0.0	-	0.0	-	0.0	-	0.0	Cyclase	129.7	actNOG.ENOG4100IG5.meta_raw	408.9
CLI4819|CLI4819_0000013	ribokinase	1787	2815	00	11171	-1	contig.5	cds	-	0.0	K00852	42.7	-	0.0	-	0.0	-	0.0	-	0.0	LacI,Peripla_BP_3	49.8,112.7	actNOG.ENOG4100J7M.meta_raw	284.8
CLI4819|CLI4819_0000014	hypothetical protein	2896	3000	00	12280	-1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4819|CLI4819_0000015	hypothetical protein	2997	3350	00	12381	-1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	Peptidase_M24	48.6	actNOG.ENOG4100DXG.meta_raw	134.1
CLI4819|CLI4819_0000016	cell filamentation protein	4082	4657	00	13466	-1	contig.5	cds	-	0.0	K04095	149.6	-	0.0	-	0.0	-	0.0	-	0.0	Fic	54.2	actNOG.ENOG4100PZ0.meta_raw	148.6
CLI4819|CLI4819_0000017	hypothetical protein	5156	5647	00	14540	-1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	WHG	46.9	actNOG.ENOG4100MYT.meta_raw	89.9
CLI4819|CLI4819_0000018	hypothetical protein	5641	5886	00	15025	-1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4819|CLI4819_0000019	hypothetical protein	6425	6880	00	15809	1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	GreA_GreB	32.6	actNOG.ENOG4100XJK.meta_raw	139.8
CLI4819|CLI4819_0000020	carbohydrate diacid regulator	7050	8303	00	16434	1	contig.5	cds	-	0.0	K02647	113.4	-	0.0	-	0.0	-	0.0	-	0.0	HTH_30	61.1	actNOG.ENOG4100HY8.meta_raw	455.5
CLI4819|CLI4819_0000021	hypothetical protein	8404	8739	00	17788	-1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4819|CLI4819_0000022	hypothetical protein	10324	11178	00	19708	1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4819|CLI4819_0000023	hypothetical protein	11628	11924	00	21012	-1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0
CLI4819|CLI4819_0000024	hypothetical protein	12766	13407	00	22150	1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	IclR	70.2	actNOG.ENOG4100GJS.meta_raw	311.4
CLI4819|CLI4819_0000025	putative benzoate transport	13585	14949	00	22969	1	contig.5	cds	TIGR00895	365.3	K08195	362.2	-	0.0	-	0.0	-	0.0	-	0.0	MFS_1	126.0	actNOG.ENOG4100C5T.meta_raw	581.3
CLI4819|CLI4819_0000026	ferredoxin subunit of phenylpropionate dioxygenase	14946	16010	00	24330	1	contig.5	cds	-	0.0	K05710	25.1	-	0.0	-	0.0	-	0.0	-	0.0	Rieske	55.3	actNOG.ENOG4100D54.meta_raw	418.6
CLI4819|CLI4819_0000027	hypothetical protein	16007	16273	00	25391	1	contig.5	cds	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	-	0.0	actNOG.ENOG4100RG6.meta_raw	105.8
